audio,duuration,size,time_to_start,cpu_to_start,mem_to_start,time_to_validate,cpu_to_validate,mem_to_validate,time_to_save,cpu_to_save,mem_to_save,time_to_generate,cpu_to_generate,mem_to_generate
media/audio/sing_XC782724_-_Zebra_Dove_-_Geopelia_striata.mp3,61.72204081632653,1482754,1.9073486328125e-06,31.9,93.8,0.13031482696533203,51.0,92.9,0.3588252067565918,31.9,92.9,7.537809371948242,56.0,93.8
media/audio/taiwan_XC629769_-_Zebra_Dove_-_Geopelia_striata.mp3,61.0,1465826,2.1457672119140625e-06,31.3,94.1,0.12517619132995605,30.4,94.2,0.6623728275299072,38.9,94.1,8.850478410720825,54.5,94.2
media/audio/thai_XC79532_-_Zebra_Dove_-_Geopelia_striata.mp3,65.35836734693878,1569898,2.6226043701171875e-06,33.2,94.5,0.13185691833496094,68.4,94.5,0.1723473072052002,51.4,94.5,8.714746236801147,54.5,93.4
media/audio/thai_XC399063_-_Zebra_Dove_-_Geopelia_striata.mp3,58.04408163265306,1394355,1.6689300537109375e-06,29.7,93.6,0.11856484413146973,53.3,93.6,0.09840846061706543,10.8,93.6,7.748391628265381,48.5,94.2
media/audio/thai_XC615002_-_Zebra_Dove_-_Geopelia_striata.mp3,84.92408163265306,2039475,1.430511474609375e-06,26.0,94.4,0.17982912063598633,52.2,94.4,0.28890323638916016,48.6,94.5,13.84645938873291,67.0,94.2
media/audio/thai_XC797139_-_Zebra_Dove_-_Geopelia_striata.mp3,62.3611875,2501629,1.6689300537109375e-06,35.3,94.3,0.16494297981262207,41.3,94.3,0.2814359664916992,37.4,94.3,11.009422302246094,70.8,94.5
media/audio/usa_XC175250_-_Zebra_Dove_-_Geopelia_striata.mp3,40.69877551020408,662161,2.1457672119140625e-06,32.4,93.6,0.1250925064086914,71.4,93.6,0.17052102088928223,23.4,93.6,5.477194547653198,72.1,95.3
media/audio/usa_XC175251_-_Zebra_Dove_-_Geopelia_striata.mp3,57.12979591836735,925134,1.6689300537109375e-06,29.5,94.0,0.1192777156829834,39.1,94.0,0.07830333709716797,3.4,94.0,7.514881372451782,57.4,94.6
media/audio/usa_XC503286_-_Zebra_Dove_-_Geopelia_striata_R7C3b7z.mp3,120.0,2881454,1.430511474609375e-06,20.7,94.4,0.23099517822265625,50.0,94.4,0.32779693603515625,5.6,94.4,19.360055923461914,56.4,93.5
media/audio/vietnam_XC302526_-_Zebra_Dove_-_Geopelia_striata.mp3,44.35591836734694,1065840,2.1457672119140625e-06,31.3,93.7,0.10657119750976562,36.6,93.7,0.10522699356079102,7.3,93.7,5.30260157585144,62.4,94.4
media/audio/india_XC341159_-_Cinereous_Tit_-_Parus_cinereus_4C4kqKq.mp3,114.57598639455782,2751678,1.9073486328125e-06,47.2,93.9,9.262621879577637,38.3,94.0,0.4827890396118164,33.9,94.0,28.18845534324646,85.1,93.2
media/audio/india_XC341159_-_Cinereous_Tit_-_Parus_cinereus_PCQomuJ.mp3,114.57598639455782,2751678,2.1457672119140625e-06,49.3,93.1,5.8874900341033936,55.1,93.7,0.2918868064880371,39.3,93.4,23.432495594024658,77.1,93.1
media/audio/india_XC341159_-_Cinereous_Tit_-_Parus_cinereus_HxiXCdK.mp3,114.57598639455782,2751678,2.384185791015625e-06,37.2,93.4,0.2850923538208008,61.5,93.5,0.5370712280273438,53.1,93.5,20.066508531570435,63.7,93.4
media/audio/india_XC341159_-_Cinereous_Tit_-_Parus_cinereus_YpsY0Ai.mp3,114.57598639455782,2751678,1.430511474609375e-06,39.9,93.9,0.48515772819519043,66.5,94.1,0.10212135314941406,80.0,94.1,18.033792734146118,66.3,93.8
media/audio/20200322_060000_HSBU_0_00874_436.wav,2.1072108843537416,186319,0.00010752677917480469,46.2,94.5,65.14380383491516,52.6,94.1,0.16350150108337402,59.0,94.1,6.839051246643066,44.5,94.2
